shipmode;sales;quantity;discount;profit;segment;region;state;subcategory;category;orderdate_day;orderdate_month;orderdate_year;shipdate_day;shipdate_month;shipdate_year;preparationtime;Pais1;Pais2;Pais3;Pais4;Pais5;Pais6
Second Class;30147;3;5;-241176;Consumer;East;Ohio;Bookcases;Furniture;25;3;2015;27;3;2015;2;España;Francia;Italia;Portugal;;
Standard Class;140686;7;0;140686;Consumer;West;Utah;Bookcases;Furniture;31;5;2014;4;6;2014;4;España;Francia;Italia;Portugal;;
Standard Class;683332;4;15;-40196;Consumer;West;California;Bookcases;Furniture;13;11;2014;17;11;2014;4;España;Francia;Italia;Portugal;;
Standard Class;512499;3;15;-30147;Consumer;West;California;Bookcases;Furniture;2;11;2014;6;11;2014;4;España;Francia;Italia;Portugal;;
Standard Class;16098;1;0;209274;Corporate;Central;Michigan;Bookcases;Furniture;25;12;2014;1;1;2015;7;España;Francia;Italia;Portugal;;
Standard Class;3283992;3;32;-917586;Consumer;Central;Texas;Bookcases;Furniture;19;10;2016;24;10;2016;5;España;Francia;Italia;Portugal;;
First Class;14196;2;0;397488;Corporate;Central;South Dakota;Bookcases;Furniture;26;1;2013;29;1;2013;3;España;Francia;Italia;Portugal;;
Standard Class;120666;2;15;184548;Consumer;West;California;Bookcases;Furniture;3;10;2014;8;10;2014;5;España;Francia;Italia;Portugal;;
First Class;241332;5;32;-14196;Consumer;Central;Texas;Bookcases;Furniture;15;3;2015;18;3;2015;3;España;Francia;Italia;Portugal;;
First Class;17745;5;5;-78078;Consumer;East;Pennsylvania;Bookcases;Furniture;29;7;2015;30;7;2015;1;España;Francia;Italia;Portugal;;
First Class;14196;2;0;397488;Consumer;West;Washington;Bookcases;Furniture;13;3;2014;15;3;2014;2;España;Francia;Italia;Portugal;;
Second Class;3549;1;5;-156156;Consumer;East;Ohio;Bookcases;Furniture;3;10;2014;6;10;2014;3;España;Francia;Italia;Portugal;;
Second Class;349965;7;5;-2169783;Consumer;East;Pennsylvania;Bookcases;Furniture;10;5;2013;14;5;2013;4;España;Francia;Italia;Portugal;;
First Class;19998;2;0;379962;Consumer;West;Washington;Bookcases;Furniture;30;10;2016;2;11;2016;3;España;Francia;Italia;Portugal;;
First Class;89991;3;7;-1529847;Consumer;West;Colorado;Bookcases;Furniture;5;5;2016;6;5;2016;1;España;Francia;Italia;Portugal;;
Second Class;2549745;3;15;119988;Consumer;West;California;Bookcases;Furniture;12;12;2013;14;12;2013;2;España;Francia;Italia;Portugal;;
Standard Class;29997;3;0;569943;Consumer;East;Delaware;Bookcases;Furniture;13;11;2014;19;11;2014;6;España;Francia;Italia;Portugal;;
Standard Class;679932;1;32;-129987;Corporate;Central;Texas;Bookcases;Furniture;12;11;2013;16;11;2013;4;España;Francia;Italia;Portugal;;
Standard Class;4249575;5;15;19998;Corporate;West;California;Bookcases;Furniture;27;9;2015;2;10;2015;5;España;Francia;Italia;Portugal;;
First Class;209979;7;7;-3569643;Corporate;West;Arizona;Bookcases;Furniture;11;5;2016;13;5;2016;2;España;Francia;Italia;Portugal;;
Standard Class;384944;4;3;-1264816;Consumer;Central;Illinois;Bookcases;Furniture;20;7;2014;27;7;2014;7;España;Francia;Italia;Portugal;;
Second Class;6874;5;0;48118;Home Office;Central;Wisconsin;Bookcases;Furniture;9;8;2014;13;8;2014;4;España;Francia;Italia;Portugal;;
Second Class;579136;4;2;217176;Corporate;East;New York;Bookcases;Furniture;15;7;2015;19;7;2015;4;España;Francia;Italia;Portugal;;
Standard Class;289568;2;2;108588;Corporate;South;Florida;Bookcases;Furniture;21;11;2015;26;11;2015;5;España;Francia;Italia;Portugal;;
Second Class;126686;7;0;2913778;Consumer;South;Georgia;Bookcases;Furniture;1;7;2015;3;7;2015;2;España;Francia;Italia;Portugal;;
Standard Class;45245;5;5;-244323;Corporate;East;Ohio;Bookcases;Furniture;2;1;2014;9;1;2014;7;España;Francia;Italia;Portugal;;
Standard Class;162882;9;0;3746286;Consumer;South;Georgia;Bookcases;Furniture;19;5;2016;23;5;2016;4;España;Francia;Italia;Portugal;;
Standard Class;36196;2;0;832508;Corporate;East;Massachusetts;Bookcases;Furniture;10;9;2014;14;9;2014;4;España;Francia;Italia;Portugal;;
Standard Class;307666;2;15;289568;Consumer;West;California;Bookcases;Furniture;28;8;2014;4;9;2014;7;España;Francia;Italia;Portugal;;
Standard Class;788528;2;32;-11596;Consumer;Central;Texas;Bookcases;Furniture;28;12;2016;1;1;2017;4;España;Francia;Italia;Portugal;;
Second Class;23192;5;2;5798;Corporate;South;Florida;Bookcases;Furniture;17;7;2014;20;7;2014;3;España;Francia;Italia;Portugal;;
Second Class;8697;3;5;-487032;Home Office;East;Ohio;Bookcases;Furniture;21;11;2015;25;11;2015;4;España;Francia;Italia;Portugal;;
Standard Class;23192;5;2;5798;Consumer;South;North Carolina;Bookcases;Furniture;26;2;2016;1;3;2016;4;España;Francia;Italia;Portugal;;
Standard Class;17394;3;0;382668;Corporate;East;Maryland;Bookcases;Furniture;2;1;2015;7;1;2015;5;España;Francia;Italia;Portugal;;
Second Class;46384;1;2;11596;Corporate;East;New York;Bookcases;Furniture;15;9;2014;19;9;2014;4;España;Francia;Italia;Portugal;;
Second Class;344981;7;15;284102;Consumer;West;California;Bookcases;Furniture;25;4;2016;27;4;2016;2;España;Francia;Italia;Portugal;;
Standard Class;11596;2;0;255112;Consumer;West;Washington;Bookcases;Furniture;29;7;2016;2;8;2016;4;España;Francia;Italia;Portugal;;
Standard Class;11596;4;5;-649376;Corporate;East;Ohio;Bookcases;Furniture;28;5;2016;1;6;2016;4;España;Francia;Italia;Portugal;;
Second Class;23962656;4;32;-3171528;Consumer;Central;Texas;Bookcases;Furniture;9;9;2015;11;9;2015;2;España;Francia;Italia;Portugal;;
Standard Class;4228704;6;2;1585764;Consumer;East;New York;Bookcases;Furniture;17;9;2014;23;9;2014;6;España;Francia;Italia;Portugal;;
First Class;1497666;2;15;1409568;Home Office;West;California;Bookcases;Furniture;8;6;2016;10;6;2016;2;España;Francia;Italia;Portugal;;
Standard Class;308343;7;5;-16650522;Consumer;East;Pennsylvania;Bookcases;Furniture;17;9;2014;21;9;2014;4;España;Francia;Italia;Portugal;;
Standard Class;44049;5;0;1013127;Corporate;East;Vermont;Bookcases;Furniture;8;11;2014;12;11;2014;4;España;Francia;Italia;Portugal;;
First Class;121296;7;2;90972;Consumer;West;California;Bookcases;Furniture;16;6;2016;19;6;2016;3;España;Francia;Italia;Portugal;;
Second Class;8664;4;0;225264;Consumer;South;Mississippi;Bookcases;Furniture;21;8;2016;23;8;2016;2;España;Francia;Italia;Portugal;;
Standard Class;121296;8;3;-69312;Corporate;Central;Texas;Bookcases;Furniture;11;5;2013;16;5;2013;5;España;Francia;Italia;Portugal;;
Standard Class;8664;4;0;225264;Consumer;South;Kentucky;Bookcases;Furniture;3;2;2015;10;2;2015;7;España;Francia;Italia;Portugal;;
Second Class;90972;6;3;-51984;Consumer;East;Ohio;Bookcases;Furniture;1;12;2013;3;12;2013;2;España;Francia;Italia;Portugal;;
Standard Class;15162;7;0;394212;Consumer;Central;Indiana;Bookcases;Furniture;13;9;2014;18;9;2014;5;España;Francia;Italia;Portugal;;
Standard Class;89715;3;0;251202;Home Office;East;Connecticut;Chairs   ;Furniture;1;12;2016;6;12;2016;5;España;Francia;Italia;Portugal;;
Same Day;23924;1;2;23924;Consumer;South;Florida;Chairs   ;Furniture;6;7;2016;6;7;2016;0;España;Francia;Italia;Portugal;;
Standard Class;47848;2;2;47848;Home Office;West;California;Chairs   ;Furniture;6;7;2013;12;7;2013;6;España;Francia;Italia;Portugal;;
Second Class;71772;3;2;71772;Consumer;West;California;Chairs   ;Furniture;22;7;2013;24;7;2013;2;España;Francia;Italia;Portugal;;
First Class;47848;2;2;47848;Corporate;West;Oregon;Chairs   ;Furniture;21;10;2016;22;10;2016;1;España;Francia;Italia;Portugal;;
First Class;71772;3;2;71772;Corporate;West;California;Chairs   ;Furniture;13;9;2014;15;9;2014;2;España;Francia;Italia;Portugal;;
Standard Class;518272;8;2;-97176;Home Office;West;California;Chairs   ;Furniture;20;5;2016;24;5;2016;4;España;Francia;Italia;Portugal;;
Standard Class;129568;2;2;-24294;Consumer;West;California;Chairs   ;Furniture;12;2;2013;18;2;2013;6;España;Francia;Italia;Portugal;;
Second Class;56686;1;3;-20245;Corporate;Central;Texas;Chairs   ;Furniture;18;4;2014;22;4;2014;4;España;Francia;Italia;Portugal;;
Standard Class;64784;8;0;32392;Consumer;Central;Indiana;Chairs   ;Furniture;16;6;2013;22;6;2013;6;España;Francia;Italia;Portugal;;
First Class;194352;3;2;-36441;Consumer;West;California;Chairs   ;Furniture;13;4;2015;15;4;2015;2;España;Francia;Italia;Portugal;;
Standard Class;145764;2;1;-8098;Home Office;East;New York;Chairs   ;Furniture;13;8;2015;17;8;2015;4;España;Francia;Italia;Portugal;;
Standard Class;64784;1;2;-12147;Corporate;South;Florida;Chairs   ;Furniture;11;12;2016;17;12;2016;6;España;Francia;Italia;Portugal;;
First Class;433568;2;2;-650352;Consumer;West;California;Chairs   ;Furniture;11;10;2013;13;10;2013;2;España;Francia;Italia;Portugal;;
Second Class;650352;3;2;-975528;Corporate;West;Oregon;Chairs   ;Furniture;5;11;2015;7;11;2015;2;España;Francia;Italia;Portugal;;
Second Class;569058;3;3;-1788468;Home Office;Central;Illinois;Chairs   ;Furniture;30;6;2016;4;7;2016;4;España;Francia;Italia;Portugal;;
Second Class;379372;2;3;-1192312;Home Office;Central;Texas;Chairs   ;Furniture;13;6;2015;17;6;2015;4;España;Francia;Italia;Portugal;;
Second Class;887271;3;3;-633765;Consumer;East;Pennsylvania;Chairs   ;Furniture;20;1;2016;25;1;2016;5;España;Francia;Italia;Portugal;;
First Class;1352032;4;2;84502;Corporate;West;California;Chairs   ;Furniture;16;3;2015;17;3;2015;1;España;Francia;Italia;Portugal;;
Standard Class;169004;4;0;42251;Consumer;South;South Carolina;Chairs   ;Furniture;21;9;2014;26;9;2014;5;España;Francia;Italia;Portugal;;
Standard Class;126753;3;0;3168825;Consumer;East;District of Columbia;Chairs   ;Furniture;27;4;2014;3;5;2014;6;España;Francia;Italia;Portugal;;
Standard Class;887271;3;3;-633765;Consumer;East;Pennsylvania;Chairs   ;Furniture;6;9;2015;10;9;2015;4;España;Francia;Italia;Portugal;;
Standard Class;127386;2;3;-254772;Consumer;Central;Illinois;Chairs   ;Furniture;18;11;2016;23;11;2016;5;España;Francia;Italia;Portugal;;
Standard Class;191079;3;3;-382158;Consumer;Central;Illinois;Chairs   ;Furniture;1;6;2015;5;6;2015;4;España;Francia;Italia;Portugal;;
Standard Class;218376;3;2;-109188;Consumer;South;Tennessee;Chairs   ;Furniture;21;3;2013;25;3;2013;4;España;Francia;Italia;Portugal;;
Second Class;27297;3;0;436752;Corporate;East;Maryland;Chairs   ;Furniture;7;11;2016;9;11;2016;2;España;Francia;Italia;Portugal;;
Standard Class;9099;1;0;145584;Corporate;Central;Wisconsin;Chairs   ;Furniture;25;3;2016;31;3;2016;6;España;Francia;Italia;Portugal;;
Standard Class;291168;4;2;-145584;Consumer;West;Oregon;Chairs   ;Furniture;5;10;2014;9;10;2014;4;España;Francia;Italia;Portugal;;
Second Class;54594;6;0;873504;Consumer;South;South Carolina;Chairs   ;Furniture;13;1;2013;16;1;2013;3;España;Francia;Italia;Portugal;;
Same Day;582336;8;2;-291168;Corporate;West;Colorado;Chairs   ;Furniture;25;10;2014;25;10;2014;0;España;Francia;Italia;Portugal;;
Second Class;327564;4;1;218376;Consumer;East;New York;Chairs   ;Furniture;1;11;2014;3;11;2014;2;España;Francia;Italia;Portugal;;
Standard Class;85393;5;3;0;Consumer;East;Pennsylvania;Chairs   ;Furniture;22;6;2013;27;6;2013;5;España;Francia;Italia;Portugal;;
Standard Class;97592;5;2;12199;Consumer;West;Washington;Chairs   ;Furniture;8;9;2013;14;9;2013;6;España;Francia;Italia;Portugal;;
First Class;170786;1;3;0;Consumer;East;Pennsylvania;Chairs   ;Furniture;31;12;2015;2;1;2016;2;España;Francia;Italia;Portugal;;
First Class;585552;3;2;73194;Home Office;West;California;Chairs   ;Furniture;26;9;2013;27;9;2013;1;España;Francia;Italia;Portugal;;
Second Class;73194;3;0;219582;Consumer;South;Kentucky;Chairs   ;Furniture;9;11;2015;12;11;2015;3;España;Francia;Italia;Portugal;;
Second Class;97592;4;0;292776;Corporate;South;Kentucky;Chairs   ;Furniture;2;11;2016;5;11;2016;3;España;Francia;Italia;Portugal;;
Standard Class;658746;3;1;146388;Corporate;East;New York;Chairs   ;Furniture;8;4;2015;13;4;2015;5;España;Francia;Italia;Portugal;;
Standard Class;390368;2;2;48796;Consumer;South;Tennessee;Chairs   ;Furniture;29;11;2016;3;12;2016;4;España;Francia;Italia;Portugal;;
Standard Class;48796;2;0;146388;Home Office;Central;Michigan;Chairs   ;Furniture;22;6;2016;26;6;2016;4;España;Francia;Italia;Portugal;;
Standard Class;1537074;9;3;0;Consumer;East;Ohio;Chairs   ;Furniture;13;11;2015;17;11;2015;4;España;Francia;Italia;Portugal;;
Standard Class;1317492;6;1;292776;Consumer;East;New York;Chairs   ;Furniture;2;4;2015;6;4;2015;4;España;Francia;Italia;Portugal;;
Standard Class;195184;8;0;585552;Corporate;Central;Wisconsin;Chairs   ;Furniture;6;12;2015;10;12;2015;4;España;Francia;Italia;Portugal;;
Standard Class;181986;2;3;-545958;Consumer;Central;Illinois;Chairs   ;Furniture;22;5;2016;26;5;2016;4;España;Francia;Italia;Portugal;;
Standard Class;454965;5;3;-1364895;Corporate;Central;Texas;Chairs   ;Furniture;27;9;2015;1;10;2015;4;España;Francia;Italia;Portugal;;
First Class;207984;2;2;-285978;Corporate;South;Florida;Chairs   ;Furniture;7;11;2015;10;11;2015;3;España;Francia;Italia;Portugal;;
Standard Class;831936;8;2;-1143912;Consumer;South;Tennessee;Chairs   ;Furniture;26;4;2014;2;5;2014;6;España;Francia;Italia;Portugal;;
Standard Class;38997;3;0;350973;Consumer;Central;Michigan;Chairs   ;Furniture;9;10;2014;13;10;2014;4;España;Francia;Italia;Portugal;;
Standard Class;38997;3;0;350973;Consumer;Central;Michigan;Chairs   ;Furniture;1;12;2015;7;12;2015;6;España;Francia;Italia;Portugal;;
Standard Class;311976;3;2;-428967;Consumer;West;Arizona;Chairs   ;Furniture;18;7;2016;23;7;2016;5;España;Francia;Italia;Portugal;;
Second Class;181986;14;0;1637874;Consumer;South;Alabama;Chairs   ;Furniture;19;12;2013;21;12;2013;2;España;Francia;Italia;Portugal;;
Second Class;181986;2;3;-545958;Consumer;East;Ohio;Chairs   ;Furniture;27;1;2014;29;1;2014;2;España;Francia;Italia;Portugal;;
First Class;3394;1;0;91638;Home Office;South;Kentucky;Chairs   ;Furniture;30;10;2016;1;11;2016;2;España;Francia;Italia;Portugal;;
Standard Class;6788;2;0;183276;Consumer;South;Georgia;Chairs   ;Furniture;26;7;2013;1;8;2013;6;España;Francia;Italia;Portugal;;
First Class;108608;4;2;95032;Consumer;West;California;Chairs   ;Furniture;1;10;2016;2;10;2016;1;España;Francia;Italia;Portugal;;
Standard Class;47516;2;3;-20364;Consumer;Central;Texas;Chairs   ;Furniture;7;9;2014;11;9;2014;4;España;Francia;Italia;Portugal;;
Standard Class;427644;14;1;807772;Consumer;East;New York;Chairs   ;Furniture;28;10;2015;1;11;2015;4;España;Francia;Italia;Portugal;;
Standard Class;57216;3;2;3576;Consumer;West;California;Chairs   ;Furniture;20;11;2014;24;11;2014;4;España;Francia;Italia;Portugal;;
First Class;38144;2;2;2384;Consumer;West;California;Chairs   ;Furniture;23;11;2013;25;11;2013;2;España;Francia;Italia;Portugal;;
Standard Class;85824;4;1;14304;Consumer;East;New York;Chairs   ;Furniture;12;6;2016;18;6;2016;6;España;Francia;Italia;Portugal;;
Second Class;193104;9;1;32184;Consumer;East;New York;Chairs   ;Furniture;13;7;2014;15;7;2014;2;España;Francia;Italia;Portugal;;
Second Class;19072;1;2;1192;Corporate;West;California;Chairs   ;Furniture;7;11;2014;9;11;2014;2;España;Francia;Italia;Portugal;;
Second Class;7152;3;0;1788;Consumer;East;Vermont;Chairs   ;Furniture;7;11;2014;9;11;2014;2;España;Francia;Italia;Portugal;;
Standard Class;4768;2;0;1192;Corporate;Central;Michigan;Chairs   ;Furniture;7;5;2016;11;5;2016;4;España;Francia;Italia;Portugal;;
Standard Class;57216;3;2;3576;Consumer;West;California;Chairs   ;Furniture;21;12;2013;27;12;2013;6;España;Francia;Italia;Portugal;;
Standard Class;60392;4;0;181176;Corporate;Central;Minnesota;Chairs   ;Furniture;24;9;2016;28;9;2016;4;España;Francia;Italia;Portugal;;
Second Class;30196;2;0;90588;Consumer;South;Kentucky;Chairs   ;Furniture;16;6;2016;21;6;2016;5;España;Francia;Italia;Portugal;;
Standard Class;271764;2;1;60392;Home Office;East;New York;Chairs   ;Furniture;6;9;2014;13;9;2014;7;España;Francia;Italia;Portugal;;
Standard Class;271764;2;1;60392;Consumer;East;New York;Chairs   ;Furniture;24;3;2016;28;3;2016;4;España;Francia;Italia;Portugal;;
Standard Class;52843;5;3;0;Consumer;Central;Illinois;Chairs   ;Furniture;22;3;2015;29;3;2015;7;España;Francia;Italia;Portugal;;
Standard Class;362352;3;2;45294;Corporate;West;California;Chairs   ;Furniture;26;7;2016;1;8;2016;6;España;Francia;Italia;Portugal;;
Second Class;60392;5;2;7549;Consumer;West;Colorado;Chairs   ;Furniture;11;11;2013;14;11;2013;3;España;Francia;Italia;Portugal;;
Standard Class;483136;4;2;60392;Consumer;West;California;Chairs   ;Furniture;26;9;2015;2;10;2015;6;España;Francia;Italia;Portugal;;
First Class;52843;5;3;0;Corporate;Central;Texas;Chairs   ;Furniture;3;7;2015;4;7;2015;1;España;Francia;Italia;Portugal;;
First Class;162882;9;0;2606112;Consumer;East;Massachusetts;Chairs   ;Furniture;14;10;2013;17;10;2013;3;España;Francia;Italia;Portugal;;
Second Class;579136;4;2;-289568;Consumer;West;Colorado;Chairs   ;Furniture;22;10;2016;24;10;2016;2;España;Francia;Italia;Portugal;;
Second Class;1013488;7;2;760116;Consumer;West;California;Chairs   ;Furniture;21;1;2015;23;1;2015;2;España;Francia;Italia;Portugal;;
Standard Class;977292;6;1;1737408;Corporate;East;New York;Chairs   ;Furniture;24;11;2016;28;11;2016;4;España;Francia;Italia;Portugal;;
Standard Class;54294;3;0;1411644;Home Office;East;Massachusetts;Chairs   ;Furniture;21;9;2014;26;9;2014;5;España;Francia;Italia;Portugal;;
Second Class;760116;6;3;-434352;Corporate;East;Ohio;Chairs   ;Furniture;19;6;2016;21;6;2016;2;España;Francia;Italia;Portugal;;
Second Class;380058;3;3;-217176;Consumer;East;Pennsylvania;Chairs   ;Furniture;15;11;2015;20;11;2015;5;España;Francia;Italia;Portugal;;
Same Day;144784;1;2;108588;Consumer;West;California;Chairs   ;Furniture;8;8;2014;8;8;2014;0;España;Francia;Italia;Portugal;;
Standard Class;18098;1;0;470548;Consumer;Central;Michigan;Chairs   ;Furniture;3;3;2016;10;3;2016;7;España;Francia;Italia;Portugal;;
Second Class;253372;2;3;-144784;Corporate;Central;Illinois;Chairs   ;Furniture;8;7;2015;12;7;2015;4;España;Francia;Italia;Portugal;;
Standard Class;488646;3;1;868704;Consumer;East;New York;Chairs   ;Furniture;25;9;2016;1;10;2016;6;España;Francia;Italia;Portugal;;
Second Class;72392;4;0;1882192;Home Office;South;Georgia;Chairs   ;Furniture;17;9;2016;22;9;2016;5;España;Francia;Italia;Portugal;;
Standard Class;54294;3;0;1411644;Corporate;East;Maryland;Chairs   ;Furniture;10;12;2014;16;12;2014;6;España;Francia;Italia;Portugal;;
Second Class;29098;1;0;756548;Consumer;South;Virginia;Chairs   ;Furniture;28;10;2015;2;11;2015;5;España;Francia;Italia;Portugal;;
Same Day;611058;3;3;-349176;Corporate;East;Ohio;Chairs   ;Furniture;24;11;2013;24;11;2013;0;España;Francia;Italia;Portugal;;
Standard Class;698352;3;2;523764;Consumer;South;North Carolina;Chairs   ;Furniture;15;6;2016;19;6;2016;4;España;Francia;Italia;Portugal;;
Second Class;14549;5;0;378274;Corporate;Central;Wisconsin;Chairs   ;Furniture;3;4;2015;7;4;2015;4;España;Francia;Italia;Portugal;;
Standard Class;87294;3;0;2269644;Corporate;Central;Michigan;Chairs   ;Furniture;9;12;2016;13;12;2016;4;España;Francia;Italia;Portugal;;
Standard Class;698352;3;2;523764;Consumer;West;Washington;Chairs   ;Furniture;26;12;2015;31;12;2015;5;España;Francia;Italia;Portugal;;
Standard Class;634116;6;3;-1721172;Home Office;Central;Illinois;Chairs   ;Furniture;1;3;2013;5;3;2013;4;España;Francia;Italia;Portugal;;
First Class;317058;3;3;-860586;Corporate;East;Ohio;Chairs   ;Furniture;29;5;2014;31;5;2014;2;España;Francia;Italia;Portugal;;
Standard Class;52843;5;3;-143431;Corporate;Central;Texas;Chairs   ;Furniture;16;3;2015;20;3;2015;4;España;Francia;Italia;Portugal;;
First Class;60392;5;2;-67941;Consumer;West;California;Chairs   ;Furniture;23;11;2013;25;11;2013;2;España;Francia;Italia;Portugal;;
Second Class;105686;1;3;-286862;Consumer;Central;Texas;Chairs   ;Furniture;26;5;2014;28;5;2014;2;España;Francia;Italia;Portugal;;
